onset	duration	trial_type	value
0.001000	0	New Segment	boundary
0.001000	0	Comment	ControlBox is not connected via USB
18.615000	0	attention-getter	S  5
456.724000	0	object	S  3
471.997000	0	object	S  3
486.390000	0	object	S  3
501.546000	0	object	S  3
517.170000	0	object	S  3
532.892000	0	object	S  3
547.729000	0	attention-getter	S  5
570.307000	0	water	S  1
578.929000	0	water	S  1
584.478000	0	water	S  1
589.441000	0	water	S  1
595.445000	0	water	S  1
612.988000	0	water	S  1
620.494000	0	water	S  1
641.955000	0	water	S  1
648.429000	0	water	S  1
657.432000	0	water	S  1
663.976000	0	attention-getter	S  5
685.932000	0	face	S  4
700.444000	0	face	S  4
715.050000	0	face	S  4
730.002000	0	face	S  4
746.651000	0	face	S  4
762.249000	0	face	S  4
776.674000	0	attention-getter	S  5
796.117000	0	speech	S  2
804.243000	0	speech	S  2
813.731000	0	speech	S  2
821.802000	0	speech	S  2
829.309000	0	speech	S  2
837.230000	0	speech	S  2
845.266000	0	speech	S  2
859.756000	0	speech	S  2
871.763000	0	speech	S  2
879.759000	0	speech	S  2
888.802000	0	attention-getter	S  5
906.317000	0	object	S  3
922.142000	0	object	S  3
936.850000	0	object	S  3
951.686000	0	object	S  3
967.083000	0	object	S  3
981.614000	0	object	S  3
996.776000	0	attention-getter	S  5
1017.181000	0	water	S  1
1026.284000	0	water	S  1
1031.368000	0	water	S  1
1043.366000	0	water	S  1
1050.340000	0	water	S  1
1059.341000	0	water	S  1
1069.848000	0	water	S  1
1079.322000	0	water	S  1
1087.854000	0	water	S  1
1098.836000	0	water	S  1
1110.370000	0	attention-getter	S  5
1136.851000	0	face	S  4
1151.081000	0	face	S  4
1166.846000	0	face	S  4
1181.187000	0	face	S  4
1197.169000	0	face	S  4
1213.062000	0	face	S  4
1227.635000	0	attention-getter	S  5
1255.819000	0	speech	S  2
1265.532000	0	speech	S  2
1274.530000	0	speech	S  2
1282.036000	0	speech	S  2
1289.973000	0	speech	S  2
1299.984000	0	speech	S  2
1311.990000	0	speech	S  2
1320.411000	0	speech	S  2
1328.995000	0	speech	S  2
1341.998000	0	speech	S  2
1348.953000	0	attention-getter	S  5
1374.630000	0	object	S  3
1389.219000	0	object	S  3
1403.831000	0	object	S  3
1418.811000	0	object	S  3
1434.643000	0	object	S  3
1449.537000	0	object	S  3
1465.405000	0	attention-getter	S  5
1483.613000	0	water	S  1
1488.787000	0	water	S  1
1501.259000	0	water	S  1
1507.224000	0	water	S  1
1525.773000	0	water	S  1
1533.304000	0	water	S  1
1538.237000	0	water	S  1
1546.750000	0	water	S  1
1560.763000	0	water	S  1
1568.810000	0	water	S  1
1577.278000	0	attention-getter	S  5
1608.645000	0	face	S  4
1623.791000	0	face	S  4
1639.749000	0	face	S  4
1654.376000	0	face	S  4
1669.002000	0	face	S  4
1684.395000	0	face	S  4
1699.463000	0	attention-getter	S  5
1721.176000	0	speech	S  2
1731.847000	0	speech	S  2
1741.364000	0	speech	S  2
1748.344000	0	speech	S  2
1758.872000	0	speech	S  2
1770.819000	0	speech	S  2
1780.832000	0	speech	S  2
1789.835000	0	speech	S  2
1798.903000	0	speech	S  2
1807.850000	0	speech	S  2
1815.360000	0	attention-getter	S  5
1837.147000	0	object	S  3
1851.154000	0	object	S  3
1866.225000	0	object	S  3
1882.066000	0	object	S  3
1898.091000	0	object	S  3
1913.582000	0	object	S  3
1927.968000	0	attention-getter	S  5
1946.400000	0	water	S  1
1957.546000	0	water	S  1
1963.545000	0	water	S  1
1975.051000	0	water	S  1
1981.559000	0	water	S  1
1993.082000	0	water	S  1
2001.074000	0	water	S  1
2013.086000	0	water	S  1
2023.592000	0	water	S  1
2031.513000	0	water	S  1
2039.100000	0	attention-getter	S  5
2058.014000	0	face	S  4
2071.919000	0	face	S  4
2086.669000	0	face	S  4
2101.830000	0	face	S  4
2117.600000	0	face	S  4
2133.733000	0	face	S  4
2148.532000	0	attention-getter	S  5
2168.661000	0	speech	S  2
2178.290000	0	speech	S  2
2184.295000	0	speech	S  2
2192.907000	0	speech	S  2
2204.808000	0	speech	S  2
2214.817000	0	speech	S  2
2224.318000	0	speech	S  2
2233.330000	0	speech	S  2
2243.326000	0	speech	S  2
2250.846000	0	speech	S  2
2262.338000	0	attention-getter	S  5
2297.819000	0	object	S  3
2312.348000	0	object	S  3
2326.841000	0	object	S  3
2342.782000	0	object	S  3
2358.872000	0	object	S  3
2373.631000	0	object	S  3
2388.183000	0	attention-getter	S  5
2412.862000	0	water	S  1
2421.054000	0	water	S  1
2436.055000	0	water	S  1
2441.556000	0	water	S  1
2448.567000	0	water	S  1
2463.500000	0	water	S  1
2471.508000	0	water	S  1
2482.511000	0	water	S  1
2489.513000	0	water	S  1
2498.024000	0	water	S  1
2506.008000	0	attention-getter	S  5
2510.179000	0	experimenter-pause	S  6
2781.607000	0	attention-getter	S  5
2801.288000	0	face	S  4
2816.929000	0	face	S  4
2830.834000	0	face	S  4
2846.279000	0	face	S  4
2861.897000	0	face	S  4
2877.402000	0	face	S  4
2891.603000	0	attention-getter	S  5
2914.670000	0	speech	S  2
2923.319000	0	speech	S  2
2932.829000	0	speech	S  2
2945.838000	0	speech	S  2
2954.342000	0	speech	S  2
2963.852000	0	speech	S  2
2971.856000	0	speech	S  2
2978.858000	0	speech	S  2
2986.365000	0	speech	S  2
2994.375000	0	speech	S  2
3008.357000	0	attention-getter	S  5
3012.777000	0	experimenter-pause	S  6
